accident_date,accident_time,expw_step,weather_state,injur_man,injur_femel,dead_man,dead_femel,cause,total_injure,total_dead
2017-07-04,06:48:48,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-07-05,22:33:33,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2017-07-05,19:33:33,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-07-06,18:05:05,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-06,08:18:18,บางพลี-สุขสวัสดิ์,normal,1,1,0,0,doze off,2,0
2017-07-06,06:11:11,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,Off limit speed,1,0
2017-07-06,04:01:01,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-06,19:29:29,อุดรรัถยา,rain,0,0,0,0,Off limit speed,0,0
2017-07-07,14:44:44,อุดรรัถยา,rain,0,0,0,0,Off limit speed,0,0
2017-07-07,11:33:33,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-08,07:01:01,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-07-08,11:05:05,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,doze off,0,0
2017-07-08,06:47:47,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Change lane instantly,0,0
2017-07-10,01:30:30,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,car/road condition,0,0
2017-07-10,05:05:05,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,doze off,0,0
2017-07-10,15:54:54,ฉลองรัช,normal,0,0,0,0,car/road condition,0,0
2017-07-10,16:00:00,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Change lane instantly,0,0
2017-07-11,12:09:09,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-07-12,22:57:57,บูรพาวิถี,rain,0,0,0,0,Off limit speed,0,0
2017-07-12,21:45:45,ศรีรัช-วงแหวนรอบนอก,normal,1,0,0,0,Off limit speed,1,0
2017-07-12,08:03:03,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2017-07-13,00:07:07,ศรีรัช,rain,0,2,0,0,Off limit speed,2,0
2017-07-13,03:43:43,เฉลิมมหานคร,rain,0,0,0,0,Off limit speed,0,0
2017-07-13,14:28:28,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-07-14,11:35:35,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-07-14,17:12:12,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Change lane instantly,0,0
2017-07-14,08:22:22,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-15,10:41:41,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-07-15,08:17:17,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-07-16,07:39:39,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-16,14:00:00,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-07-17,00:16:16,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-07-17,04:37:37,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-07-18,04:10:10,ทางหลวงพิเศษหมายเลข 37,normal,2,0,0,0,Off limit speed,2,0
2017-07-18,02:24:24,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-07-18,00:07:07,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-07-18,02:30:30,ฉลองรัช,normal,2,2,0,0,Off limit speed,4,0
2017-07-18,04:20:20,เฉลิมมหานคร,normal,2,1,0,0,Change lane instantly,3,0
2017-07-19,00:12:12,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-19,00:40:40,ศรีรัช,normal,0,0,0,1,Off limit speed,0,1
2017-07-19,07:50:50,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-07-20,03:24:24,บูรพาวิถี,normal,0,1,0,0,Off limit speed,1,0
2017-07-20,06:53:53,ศรีรัช,rain,0,0,0,0,Change lane instantly,0,0
2017-07-20,14:21:21,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-07-21,02:48:48,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-07-22,00:25:25,ศรีรัช-วงแหวนรอบนอก,normal,0,1,0,0,car/road condition,1,0
2017-07-22,00:41:41,บูรพาวิถี,normal,0,0,0,0,doze off,0,0
2017-07-22,10:31:31,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2017-07-22,11:36:36,ศรีรัช,normal,1,0,0,0,Off limit speed,1,0
2017-07-22,01:45:45,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-07-23,19:47:47,เฉลิมมหานคร,rain,0,1,0,0,Off limit speed,1,0
2017-07-23,01:32:32,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,car/road condition,0,0
2017-07-25,04:45:45,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-07-25,10:46:46,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-07-25,21:02:02,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2017-07-26,00:44:44,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,doze off,0,0
2017-07-27,11:41:41,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-27,20:44:44,เฉลิมมหานคร,normal,0,1,0,0,Off limit speed,1,0
2017-07-27,10:37:37,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-27,09:35:35,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-28,05:31:31,ศรีรัช,normal,0,0,0,0,doze off,0,0
2017-07-28,20:34:34,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-07-28,17:01:01,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-28,06:37:37,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-07-29,02:20:20,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2017-07-30,00:02:02,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,Change lane instantly,0,0
2017-07-30,23:01:01,เฉลิมมหานคร,normal,0,0,0,0,Change lane instantly,0,0
2017-07-31,03:33:33,บางพลี-สุขสวัสดิ์,normal,2,3,1,0,doze off,5,1
2017-07-31,03:07:07,ศรีรัช,normal,1,0,0,0,Off limit speed,1,0
2017-08-01,11:52:52,อุดรรัถยา,normal,0,0,0,0,doze off,0,0
2017-08-01,10:25:25,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-08-01,06:35:35,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-08-02,20:59:59,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-08-02,09:35:35,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-02,19:03:03,อุดรรัถยา,rain,3,0,0,0,Change lane instantly,3,0
2017-08-02,23:41:41,ศรีรัช,normal,2,0,0,0,doze off,2,0
2017-08-03,09:55:55,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-08-03,11:38:38,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-03,18:44:44,ฉลองรัช,,0,0,0,0,Off limit speed,0,0
2017-08-04,20:04:04,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-08-04,10:29:29,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-04,05:45:45,บูรพาวิถี,normal,0,0,0,0,doze off,0,0
2017-08-04,03:56:56,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-04,21:40:40,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2017-08-04,13:16:16,ฉลองรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-04,20:11:11,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-08-05,23:25:25,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-05,10:50:50,บูรพาวิถี,normal,1,0,0,0,Off limit speed,1,0
2017-08-05,14:24:24,อุดรรัถยา,normal,1,0,0,0,doze off,1,0
2017-08-05,09:27:27,บูรพาวิถี,normal,1,0,0,0,car/road condition,1,0
2017-08-06,13:50:50,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-06,03:06:06,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-06,19:25:25,เฉลิมมหานคร,normal,1,4,0,0,Off limit speed,5,0
2017-08-06,13:32:32,บูรพาวิถี,normal,2,8,0,0,Off limit speed,10,0
2017-08-07,02:55:55,เฉลิมมหานคร,rain,0,0,0,0,Off limit speed,0,0
2017-08-07,06:30:30,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-08-07,14:23:23,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-07,10:14:14,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-08-08,02:45:45,ศรีรัช,rain,0,0,0,0,Change lane instantly,0,0
2017-08-08,22:49:49,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-08-08,01:20:20,ฉลองรัช,rain,0,0,0,0,Off limit speed,0,0
2017-08-09,10:19:19,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2017-08-09,23:55:55,บูรพาวิถี,normal,1,1,0,0,Off limit speed,2,0
2017-08-10,16:14:14,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-08-10,13:28:28,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-08-11,23:14:14,บูรพาวิถี,normal,0,0,1,0,Off limit speed,0,1
2017-08-11,22:14:14,อุดรรัถยา,normal,0,2,0,0,Off limit speed,2,0
2017-08-12,15:54:54,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-08-12,07:07:07,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-12,13:10:10,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-08-12,18:45:45,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,car/road condition,0,0
2017-08-13,20:45:45,ฉลองรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-14,23:15:15,ฉลองรัช,normal,0,1,0,0,Change lane instantly,1,0
2017-08-14,11:26:26,ศรีรัช,normal,1,3,0,0,Off limit speed,4,0
2017-08-14,06:05:05,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-08-14,21:00:00,อุดรรัถยา,normal,0,0,0,0,car/road condition,0,0
2017-08-14,13:32:32,ทางหลวงพิเศษหมายเลข 37,normal,0,1,0,0,Off limit speed,1,0
2017-08-14,17:22:22,ทางหลวงพิเศษหมายเลข 37,normal,1,1,0,0,Off limit speed,2,0
2017-08-15,22:08:08,อุดรรัถยา,rain,1,0,0,0,Off limit speed,1,0
2017-08-15,23:55:55,บูรพาวิถี,rain,0,0,0,0,Off limit speed,0,0
2017-08-15,22:15:15,ศรีรัช,rain,0,0,0,0,Off limit speed,0,0
2017-08-15,23:10:10,บูรพาวิถี,rain,0,0,0,0,Off limit speed,0,0
2017-08-15,12:22:22,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,car/road condition,0,0
2017-08-16,21:42:42,ศรีรัช,normal,0,1,0,0,Off limit speed,1,0
2017-08-16,07:37:37,บูรพาวิถี,normal,0,0,0,0,Change lane instantly,0,0
2017-08-16,23:00:00,S1,rain,0,1,0,0,Off limit speed,1,0
2017-08-17,14:54:54,ฉลองรัช,normal,1,0,0,0,Change lane instantly,1,0
2017-08-17,10:52:52,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-17,02:55:55,บูรพาวิถี,normal,1,1,0,0,Off limit speed,2,0
2017-08-17,11:38:38,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-18,06:00:00,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-08-18,22:53:53,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2017-08-18,11:16:16,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-19,20:30:30,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-19,01:24:24,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-08-19,14:48:48,เฉลิมมหานคร,normal,1,1,0,0,Change lane instantly,2,0
2017-08-20,13:58:58,บูรพาวิถี,normal,2,0,0,0,Off limit speed,2,0
2017-08-21,23:13:13,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2017-08-21,17:27:27,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-21,15:35:35,ศรีรัช,normal,1,0,0,0,car/road condition,1,0
2017-08-21,03:42:42,ทางหลวงพิเศษหมายเลข 37,normal,2,0,0,0,car/road condition,2,0
2017-08-22,16:14:14,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-08-22,14:52:52,ศรีรัช,normal,1,0,0,0,Off limit speed,1,0
2017-08-22,14:45:45,ฉลองรัช,normal,2,0,0,0,Off limit speed,2,0
2017-08-22,23:09:09,เฉลิมมหานคร,normal,1,1,0,0,Off limit speed,2,0
2017-08-23,08:06:06,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-23,00:28:28,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Change lane instantly,0,0
2017-08-24,13:08:08,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-24,09:46:46,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-24,10:37:37,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-08-24,04:35:35,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-08-25,11:26:26,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-08-25,18:46:46,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-08-25,01:00:00,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-25,20:47:47,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-26,05:48:48,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2017-08-26,12:19:19,บูรพาวิถี,normal,0,0,0,0,Change lane instantly,0,0
2017-08-26,23:20:20,บางพลี-สุขสวัสดิ์,rain,2,2,0,0,Off limit speed,4,0
2017-08-26,18:41:41,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-08-26,11:10:10,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,car/road condition,0,0
2017-08-26,14:35:35,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-08-26,06:22:22,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-08-26,05:30:30,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2017-08-27,02:26:26,ศรีรัช,rain,0,0,0,0,Off limit speed,0,0
2017-08-27,02:27:27,ศรีรัช,rain,0,0,0,0,Change lane instantly,0,0
2017-08-29,00:13:13,ศรีรัช-วงแหวนรอบนอก,rain,0,0,0,0,Off limit speed,0,0
2017-08-30,17:10:10,บางพลี-สุขสวัสดิ์,normal,0,1,0,0,Off limit speed,1,0
2017-08-30,06:04:04,อุดรรัถยา,normal,0,0,0,0,Change lane instantly,0,0
2017-08-30,17:35:35,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2017-08-31,22:23:23,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-08-31,02:38:38,บูรพาวิถี,rain,0,1,0,0,Off limit speed,1,0
2017-09-01,04:19:19,ศรีรัช,rain,1,0,0,0,Change lane instantly,1,0
2017-09-02,13:40:40,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-09-02,04:11:11,S1,normal,1,0,0,0,doze off,1,0
2017-09-02,07:35:35,เฉลิมมหานคร,normal,1,0,0,0,Off limit speed,1,0
2017-09-03,02:55:55,เฉลิมมหานคร,normal,0,0,0,0,Change lane instantly,0,0
2017-09-03,23:37:37,บูรพาวิถี,normal,3,2,0,0,Off limit speed,5,0
2017-09-03,14:56:56,ศรีรัช,normal,0,0,0,0,doze off,0,0
2017-09-03,04:14:14,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-09-04,20:24:24,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-09-04,07:00:00,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Change lane instantly,0,0
2017-09-05,19:45:45,เฉลิมมหานคร,normal,1,1,0,0,Off limit speed,2,0
2017-09-05,12:11:11,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-09-05,07:10:10,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-09-06,01:46:46,บูรพาวิถี,normal,2,0,0,0,Off limit speed,2,0
2017-09-07,08:37:37,ทางหลวงพิเศษหมายเลข 37,normal,3,0,0,0,Off limit speed,3,0
2017-09-07,20:09:09,ศรีรัช,normal,1,1,0,0,Off limit speed,2,0
2017-09-08,18:20:20,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,Off limit speed,0,0
2017-09-08,09:17:17,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2017-09-08,02:12:12,ฉลองรัช,normal,1,0,0,0,Off limit speed,1,0
2017-09-09,18:41:41,เฉลิมมหานคร,normal,0,2,0,0,Off limit speed,2,0
2017-09-10,16:34:34,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-09-10,16:18:18,ฉลองรัช,normal,2,2,0,0,Off limit speed,4,0
2017-09-10,14:51:51,ศรีรัช-วงแหวนรอบนอก,rain,0,0,0,0,Change lane instantly,0,0
2017-09-10,19:05:05,เฉลิมมหานคร,normal,0,1,0,0,Off limit speed,1,0
2017-09-11,15:28:28,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-09-12,09:08:08,บูรพาวิถี,normal,1,0,0,0,Off limit speed,1,0
2017-09-13,11:01:01,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-09-13,05:11:11,ศรีรัช,normal,2,0,0,0,Change lane instantly,2,0
2017-09-13,12:54:54,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-09-14,13:35:35,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-09-14,15:20:20,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-09-15,06:41:41,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-09-15,21:01:01,ศรีรัช,normal,0,1,0,0,Off limit speed,1,0
2017-09-15,23:50:50,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-09-15,17:43:43,ทางหลวงพิเศษหมายเลข 37,normal,0,1,0,0,Off limit speed,1,0
2017-09-15,11:20:20,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2017-09-15,03:00:00,บูรพาวิถี,normal,0,1,0,0,Off limit speed,1,0
2017-09-15,23:52:52,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-09-15,23:52:52,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-09-16,22:45:45,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-09-16,21:23:23,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-09-17,09:54:54,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-09-17,04:41:41,ฉลองรัช,normal,0,2,0,0,Change lane instantly,2,0
2017-09-17,11:54:54,ศรีรัช,normal,0,1,0,0,Off limit speed,1,0
2017-09-17,13:10:10,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-09-18,11:41:41,บูรพาวิถี,normal,0,1,0,0,Off limit speed,1,0
2017-09-18,05:11:11,ศรีรัช,normal,0,1,0,0,Off limit speed,1,0
2017-09-18,19:09:09,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-09-19,18:53:53,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-09-19,01:38:38,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-09-19,18:55:55,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2017-09-19,21:19:19,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2017-09-20,19:29:29,เฉลิมมหานคร,normal,0,4,0,0,Off limit speed,4,0
2017-09-20,11:08:08,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-09-20,18:31:31,เฉลิมมหานคร,normal,0,4,0,0,Off limit speed,4,0
2017-09-20,23:54:54,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-09-20,16:38:38,ศรีรัช-วงแหวนรอบนอก,normal,1,1,0,0,Off limit speed,2,0
2017-09-20,11:20:20,เฉลิมมหานคร,normal,1,0,0,0,Change lane instantly,1,0
2017-09-21,12:54:54,เฉลิมมหานคร,normal,0,1,0,0,Off limit speed,1,0
2017-09-21,01:48:48,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-09-21,14:38:38,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2017-09-22,12:40:40,บางพลี-สุขสวัสดิ์,rain,0,0,0,0,Off limit speed,0,0
2017-09-23,05:51:51,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-09-23,14:46:46,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2017-09-26,11:39:39,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2017-09-26,22:15:15,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-09-26,23:45:45,เฉลิมมหานคร,normal,0,1,0,0,Change lane instantly,1,0
2017-09-27,00:33:33,บูรพาวิถี,normal,1,1,0,0,Off limit speed,2,0
2017-09-27,03:13:13,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-09-28,11:22:22,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-09-28,11:50:50,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2017-09-28,15:00:00,บูรพาวิถี,normal,0,2,0,0,Off limit speed,2,0
2017-09-28,19:40:40,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2017-09-28,01:09:09,ศรีรัช,normal,1,1,0,0,Change lane instantly,2,0
2017-09-29,13:17:17,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-09-29,00:25:25,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-09-30,05:30:30,ฉลองรัช,normal,1,1,0,0,Off limit speed,2,0
2017-09-30,17:56:56,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-09-30,13:00:00,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,car/road condition,0,0
2017-09-30,03:10:10,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-09-30,03:19:19,ศรีรัช,normal,0,0,0,0,doze off,0,0
2017-10-01,11:24:24,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-10-01,10:43:43,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-10-01,12:33:33,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2017-10-02,04:20:20,บูรพาวิถี,rain,0,0,0,0,Off limit speed,0,0
2017-10-02,21:36:36,อุดรรัถยา,rain,0,1,0,0,Change lane instantly,1,0
2017-10-03,18:32:32,ทางหลวงพิเศษหมายเลข 37,normal,1,2,0,0,Off limit speed,3,0
2017-10-03,13:57:57,ศรีรัช,rain,0,0,0,0,Off limit speed,0,0
2017-10-04,12:39:39,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-10-05,08:33:33,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2017-10-06,03:05:05,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-10-06,19:01:01,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-10-06,19:22:22,ศรีรัช,normal,0,2,0,0,Change lane instantly,2,0
2017-10-07,11:20:20,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2017-10-07,13:35:35,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-10-07,14:50:50,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-10-08,21:03:03,ศรีรัช,normal,2,5,0,0,Off limit speed,7,0
2017-10-08,18:22:22,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-10-08,13:36:36,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2017-10-10,05:12:12,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-10-10,07:58:58,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2017-10-10,02:56:56,เฉลิมมหานคร,normal,2,0,0,0,Off limit speed,2,0
2017-10-10,07:46:46,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Change lane instantly,0,0
2017-10-10,20:11:11,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,car/road condition,0,0
2017-10-10,09:38:38,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2017-10-10,22:32:32,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-10-11,01:43:43,บูรพาวิถี,normal,1,3,0,0,Off limit speed,4,0
2017-10-11,01:25:25,ฉลองรัช,normal,1,0,0,0,Off limit speed,1,0
2017-10-11,15:09:09,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,doze off,0,0
2017-10-11,06:28:28,S1,normal,0,0,0,0,car/road condition,0,0
2017-10-12,22:05:05,เฉลิมมหานคร,normal,0,1,0,0,Off limit speed,1,0
2017-10-12,06:25:25,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-10-12,03:45:45,เฉลิมมหานคร,normal,0,0,0,0,doze off,0,0
2017-10-13,07:40:40,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2017-10-13,13:40:40,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2017-10-13,19:39:39,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2017-10-14,23:45:45,ศรีรัช,normal,1,1,0,0,Off limit speed,2,0
2017-10-14,17:09:09,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-10-16,08:16:16,S1,normal,0,0,0,0,Off limit speed,0,0
2017-10-16,15:46:46,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-10-16,15:07:07,อุดรรัถยา,normal,0,0,0,0,car/road condition,0,0
2017-10-16,23:07:07,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2017-10-16,08:31:31,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2017-10-16,15:20:20,ฉลองรัช,normal,0,1,0,0,Off limit speed,1,0
2017-10-16,09:25:25,ฉลองรัช,normal,0,0,0,0,car/road condition,0,0
2017-10-17,18:05:05,บูรพาวิถี,rain,0,0,0,0,Off limit speed,0,0
2017-10-17,10:07:07,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
