accident_date,accident_time,expw_step,weather_state,injur_man,injur_femel,dead_man,dead_femel,cause
2017-12-19,22:14:14,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-11-03,07:40:40,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-07-21,15:17:17,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-12-07,16:26:26,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-04-03,00:25:25,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-02-24,22:03:03,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-08-31,22:50:50,ศรีรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-06-12,19:24:24,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-10-14,23:45:45,ศรีรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2017-10-24,20:34:34,ศรีรัช,ฝนตก,0,1,0,0,ขับรถเร็วเกินไป
2017-11-20,07:14:14,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-10-21,04:27:27,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-10-01,11:24:24,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-02-26,19:16:16,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-06-29,04:38:38,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-05-10,08:01:01,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-06-20,00:36:36,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-06-29,02:50:50,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2017-10-21,13:57:57,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-06-15,21:04:04,ศรีรัช,ปกติ,0,3,0,0,ขับรถเร็วเกินไป
2017-12-16,14:52:52,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-10-10,05:12:12,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-07-18,12:40:40,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-07-14,20:03:03,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-01-26,21:30:30,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-09-07,07:22:22,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-05-31,12:09:09,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-02-07,19:57:57,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-05-31,07:14:14,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-10-08,21:03:03,ศรีรัช,ปกติ,2,5,0,0,ขับรถเร็วเกินไป
2018-03-26,09:26:26,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-04-23,23:12:12,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-07-30,06:22:22,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-10-16,15:20:20,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-04-03,07:10:10,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-04-28,05:31:31,ฉลองรัช,ปกติ,0,3,0,0,ขับรถเร็วเกินไป
2018-06-20,07:31:31,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-07-28,11:40:40,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-04-01,12:59:59,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-05-10,04:11:11,ฉลองรัช,ปกติ,1,2,0,0,ขับรถเร็วเกินไป
2018-02-08,20:20:20,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-05-01,22:00:00,ฉลองรัช,ฝนตก,1,0,0,0,ขับรถเร็วเกินไป
2018-03-08,23:13:13,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-06-26,13:13:13,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-01-27,22:10:10,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-12-27,02:33:33,ฉลองรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2017-11-21,05:35:35,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-12-16,04:24:24,ฉลองรัช,ปกติ,8,5,1,0,ขับรถเร็วเกินไป
2017-10-13,07:40:40,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-02-03,22:07:07,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-04-20,14:26:26,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-05-04,09:23:23,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-01-29,03:52:52,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2017-12-12,17:53:53,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-02-12,20:31:31,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-03-05,15:04:04,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-05-11,09:55:55,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-09-05,23:27:27,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-10-27,17:54:54,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-05-03,05:08:08,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-04-08,16:40:40,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-02-07,09:49:49,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-03-25,03:45:45,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-12-03,04:23:23,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-07-05,03:53:53,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-01-20,05:55:55,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-02-19,03:11:11,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-02-22,09:01:01,ฉลองรัช,ปกติ,5,0,0,0,ขับรถเร็วเกินไป
2017-12-04,23:36:36,ฉลองรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2018-02-22,07:07:07,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-01-08,16:29:29,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2017-12-02,18:45:45,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-09-26,03:36:36,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2017-11-03,15:49:49,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-07-05,13:44:44,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-04-09,20:47:47,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2017-10-11,01:25:25,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-03-02,10:51:51,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-03-31,13:22:22,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-09-06,02:45:45,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2018-01-14,21:30:30,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2018-04-02,22:58:58,ฉลองรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2017-10-31,21:36:36,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-12-07,13:37:37,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2017-10-18,16:34:34,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2017-12-26,07:41:41,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2018-01-16,09:10:10,บูรพาวิถี,ปกติ,2,1,0,0,ขับรถเร็วเกินไป
